Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Odometer_Reading,Service_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status
Truck,78113,3,10,Petrol,Manual,87999,3,16.8445274,Good,Worn Out,Good
SUV,51626,1,8,Diesel,Manual,21083,6,18.58370394,Good,Good,New
Car,37396,0,5,Diesel,Manual,43969,8,11.21616192,New,Worn Out,New
Bus,49947,5,3,Diesel,Automatic,26891,5,16.83663153,Good,New,Good
Motorcycle,71855,4,5,Petrol,Automatic,100553,6,12.02725706,New,Good,New
Van,50249,2,7,Diesel,Manual,80019,2,15.95441368,New,Worn Out,New
SUV,44209,4,1,Diesel,Automatic,71374,10,10.95266261,Worn Out,Worn Out,Good
Truck,50770,5,4,Diesel,Manual,50240,1,13.14493454,Good,Good,Weak
Bus,62186,0,10,Petrol,Manual,96954,2,14.78327059,New,Good,Good
Car,77728,4,4,Electric,Manual,1724,8,18.60858285,Worn Out,New,New
Motorcycle,77502,0,1,Petrol,Automatic,19738,2,19.591016,New,Good,Good
Van,41270,2,5,Petrol,Manual,88736,8,13.84138326,New,Worn Out,New
Car,49345,2,9,Electric,Automatic,96194,7,13.50991769,Worn Out,Good,Good
Bus,75597,0,2,Electric,Manual,148222,6,10.43727301,New,New,Good
SUV,33228,3,7,Petrol,Manual,1670,4,14.53087623,Worn Out,Good,Good
Bus,51965,5,9,Electric,Manual,2982,3,14.93046015,Worn Out,New,New
Truck,77641,4,3,Diesel,Manual,93068,2,14.59753271,New,Good,Good
Motorcycle,75389,0,10,Electric,Automatic,40462,2,11.89117271,New,Good,Weak
Bus,74316,5,8,Electric,Automatic,117524,10,10.40905861,Worn Out,Worn Out,Good
SUV,37700,0,8,Electric,Automatic,142062,2,10.1692642,New,Good,Weak
Truck,63745,5,5,Petrol,Automatic,76973,10,12.23947775,New,Worn Out,New
Motorcycle,71190,2,5,Diesel,Automatic,78278,7,11.94926761,Worn Out,Worn Out,Good
Bus,46808,3,4,Petrol,Automatic,112041,10,15.4307677,Worn Out,Good,Weak
Truck,50708,4,7,Diesel,Manual,29027,8,13.24237658,Good,Good,Weak
Car,75454,2,4,Diesel,Manual,89896,2,13.47917641,Good,Good,New
Bus,45053,4,2,Petrol,Automatic,72628,7,11.92996864,New,Worn Out,Weak
Truck,53385,0,1,Electric,Manual,63789,5,10.63761524,New,New,Weak
Bus,62435,2,10,Diesel,Automatic,27221,9,12.24492945,Worn Out,Good,New
Car,43061,2,8,Petrol,Manual,87990,10,11.45031223,Good,New,Weak
Truck,61160,2,5,Electric,Automatic,61160,5,13.69235791,New,New,New
Truck,72715,1,7,Diesel,Manual,58336,1,15.96296438,New,New,Weak
Van,70924,5,2,Diesel,Manual,13966,8,10.50765682,New,Worn Out,Weak
SUV,35882,2,5,Diesel,Manual,45263,3,13.74013478,Good,New,Weak
Van,30388,4,6,Electric,Manual,93832,9,15.19956694,New,Good,Weak
Motorcycle,64779,5,5,Diesel,Manual,137584,7,19.7768772,New,Worn Out,Weak
Truck,31130,2,1,Electric,Manual,133428,6,15.75962001,Worn Out,Worn Out,New
Truck,56969,5,10,Electric,Automatic,99314,9,19.65782845,Good,Good,Weak
Motorcycle,72882,2,5,Electric,Automatic,49481,5,16.55337137,Good,Worn Out,New
Truck,36402,5,1,Petrol,Manual,56999,5,10.534297,Worn Out,Worn Out,Weak
Van,36549,2,3,Petrol,Manual,33854,1,10.94388804,Worn Out,New,Good
Car,36826,0,7,Electric,Automatic,25596,2,17.78479549,Worn Out,New,Good
Truck,42489,5,3,Electric,Manual,91238,6,10.55305793,Good,New,Weak
Motorcycle,63096,2,10,Electric,Manual,9131,2,18.35259406,New,Good,Weak
Bus,49369,1,5,Electric,Automatic,97788,3,15.63927617,New,Worn Out,Good
Car,53047,2,3,Diesel,Manual,125718,5,14.47448529,Good,Good,Good
Bus,54067,4,3,Petrol,Manual,27936,2,16.73982199,Good,Worn Out,Good
Van,61486,4,4,Diesel,Automatic,55445,8,16.97142296,Good,Worn Out,Weak
Motorcycle,32270,2,4,Diesel,Manual,72964,5,18.49132097,New,Good,Good
SUV,75118,2,6,Diesel,Manual,86784,6,16.95126891,Good,Good,Good
Car,44344,4,1,Electric,Automatic,34675,4,12.09449826,New,New,New
SUV,51313,0,8,Electric,Manual,1774,10,12.65788954,Worn Out,Worn Out,New
SUV,72638,3,1,Petrol,Automatic,124889,3,19.2133908,Good,Worn Out,Weak
SUV,62968,1,4,Petrol,Manual,120639,6,17.05991229,New,Good,New
Van,52717,0,2,Diesel,Automatic,102749,3,11.85071436,Worn Out,New,New
Bus,76508,1,10,Diesel,Automatic,56370,10,16.27970785,Worn Out,Good,New
Car,36471,3,7,Petrol,Automatic,147336,3,11.82088062,Good,Worn Out,Good
Car,70423,0,5,Diesel,Automatic,117110,9,18.33263068,Good,Worn Out,Good
Truck,51992,4,4,Electric,Automatic,54089,10,16.77264402,New,New,New
Bus,55161,4,5,Electric,Automatic,87063,5,10.49597918,Worn Out,New,Good
Van,51873,4,5,Petrol,Automatic,16050,7,17.62092928,New,Good,Weak
Van,75679,1,1,Petrol,Manual,127591,1,16.68166546,Worn Out,Worn Out,Weak
Bus,69965,4,6,Diesel,Automatic,53881,1,16.16200076,Worn Out,New,Weak
Van,72683,0,10,Diesel,Automatic,102497,3,17.29006482,Good,New,New
Truck,56896,5,5,Electric,Manual,12974,1,12.011243,New,New,Weak
Truck,48302,1,9,Diesel,Automatic,54462,5,11.05058488,Good,Good,Weak
Van,59634,3,5,Petrol,Manual,30378,6,12.44982765,Worn Out,New,New
Bus,68817,1,9,Electric,Automatic,31884,5,11.70619024,Worn Out,New,New
SUV,54181,2,7,Petrol,Automatic,71561,9,14.4517035,Worn Out,New,Weak
Van,56806,0,10,Petrol,Automatic,108609,7,19.2587847,New,Good,New
Van,32301,4,8,Electric,Manual,45858,1,14.32774789,New,Worn Out,Good
Truck,76890,3,8,Electric,Automatic,73989,3,14.73327228,Good,New,Weak
Motorcycle,76125,1,4,Diesel,Manual,114044,7,11.19824143,Good,Worn Out,Weak
Motorcycle,70683,2,9,Petrol,Automatic,84854,8,14.26071697,Good,Good,New
Bus,56461,3,8,Diesel,Manual,136417,1,11.24340238,New,Good,Good
Bus,55189,0,8,Petrol,Manual,85796,5,13.46351872,Good,New,Weak
Car,46428,3,8,Petrol,Automatic,7952,3,11.40062862,New,Worn Out,Good
Car,59405,3,8,Electric,Manual,41341,3,14.32889623,Worn Out,Good,Good
Bus,36643,0,4,Electric,Automatic,126921,5,12.72361165,Worn Out,Worn Out,Good
Truck,48034,4,10,Petrol,Manual,68817,7,12.61145648,Good,Good,New
Motorcycle,61861,4,10,Electric,Automatic,74778,6,15.00840239,New,Good,Good
Bus,44249,3,1,Electric,Automatic,25683,7,15.45665581,New,New,New
SUV,31111,5,1,Petrol,Automatic,130208,5,18.65631328,Good,Good,Weak
Truck,70346,4,7,Diesel,Automatic,63139,10,16.95437599,New,New,Weak
SUV,72722,0,3,Diesel,Automatic,46945,2,11.58211846,Good,Good,New
Truck,67738,5,6,Electric,Manual,133490,3,15.16855017,Good,Good,Weak
SUV,32797,4,10,Petrol,Manual,108785,2,13.95738284,Good,Good,Good
Car,37258,4,1,Electric,Automatic,98682,10,15.7086341,New,Good,Good
Truck,50881,4,2,Electric,Automatic,8563,1,10.2106724,Good,Worn Out,New
Car,60763,1,10,Petrol,Automatic,55291,10,16.87699199,Worn Out,Good,Good
Motorcycle,58060,3,9,Electric,Automatic,42543,5,10.94620258,New,Worn Out,New
SUV,52954,3,8,Electric,Automatic,35598,3,15.69395778,Worn Out,New,New
Motorcycle,73048,2,3,Electric,Manual,23984,10,15.81577182,New,Worn Out,Weak
Bus,70021,5,2,Petrol,Automatic,15192,10,10.22098749,Good,New,Good
Truck,63699,3,1,Petrol,Automatic,54027,6,13.6677207,Worn Out,New,New
Truck,32205,0,3,Electric,Manual,40063,10,12.48564233,Good,Worn Out,New
Bus,35999,0,3,Diesel,Manual,12245,1,17.05371132,Worn Out,New,Good
Bus,54507,5,9,Diesel,Automatic,66311,5,19.91001224,New,New,New
Truck,40455,5,8,Electric,Manual,101177,6,17.23478766,Good,New,New
Truck,74904,2,2,Electric,Manual,86710,6,16.17683359,Good,Good,Weak
Van,73695,3,2,Electric,Automatic,15453,10,11.21822297,New,Good,Weak
Truck,66949,4,9,Diesel,Automatic,110365,10,14.53076836,Good,Good,Good
Motorcycle,42835,4,8,Petrol,Manual,146275,5,13.17672385,New,Good,New
Motorcycle,58867,1,4,Diesel,Manual,1934,4,18.50913566,New,Good,Weak
Bus,38508,5,4,Electric,Automatic,110541,8,10.19852934,Worn Out,Good,New
Car,34807,2,1,Electric,Manual,90507,7,17.93593654,New,Good,Weak
Car,75509,0,5,Diesel,Manual,71784,10,10.27232372,New,Good,New
Motorcycle,42229,2,8,Petrol,Automatic,94045,4,10.28255018,Worn Out,New,Weak
Truck,55125,3,4,Diesel,Automatic,141884,8,18.79215281,Worn Out,Good,Good
Truck,66497,0,6,Diesel,Manual,97192,10,19.12612072,Good,Worn Out,Good
Car,58760,4,1,Diesel,Manual,48063,9,16.71856699,Worn Out,Worn Out,Good
Car,77096,3,8,Diesel,Automatic,39792,7,11.55368865,Good,Worn Out,Weak
SUV,52843,0,7,Diesel,Automatic,5641,1,15.4164183,Good,Worn Out,Good
Truck,48975,2,7,Diesel,Automatic,78744,7,18.11706703,Good,New,Weak
Van,45153,1,7,Electric,Automatic,58345,2,18.04745456,Good,Good,Good
Truck,63849,1,10,Electric,Manual,55367,8,18.52020618,New,Worn Out,Good
Bus,75902,4,3,Electric,Manual,88226,10,16.38773537,Good,Worn Out,Good
Van,64478,2,3,Electric,Manual,42744,4,10.04595485,New,Good,New
Bus,79751,4,5,Electric,Automatic,26910,5,14.76198392,New,Worn Out,Good
Bus,37475,2,9,Petrol,Manual,93100,5,14.31949258,Worn Out,Worn Out,New
Motorcycle,49330,4,4,Diesel,Automatic,65524,7,11.71256094,New,Good,Good
Motorcycle,65780,4,7,Electric,Automatic,117567,5,15.33301697,Good,New,New
Truck,71391,1,6,Petrol,Automatic,129211,1,19.00468898,Worn Out,Worn Out,Weak
Truck,67672,2,1,Diesel,Manual,108600,10,17.77700752,Good,Worn Out,Weak
Car,32603,5,8,Diesel,Manual,120970,3,11.32091966,Worn Out,Worn Out,Weak
Motorcycle,40191,0,4,Electric,Manual,53775,4,13.29897462,Good,Good,Weak
Truck,61193,1,6,Diesel,Automatic,16798,7,17.14609995,Good,Good,Good
Bus,65960,5,8,Electric,Automatic,111456,2,18.83412891,Worn Out,New,Weak
Van,71849,2,4,Petrol,Manual,141127,10,16.97122511,Worn Out,Worn Out,Good
Van,56251,1,10,Electric,Manual,100412,10,12.17243723,Good,Good,New
Van,34229,5,9,Diesel,Automatic,1821,4,13.61969266,Good,Worn Out,Weak
Truck,70482,3,2,Diesel,Automatic,16102,2,17.31437313,New,New,New
Car,69261,2,1,Petrol,Manual,64367,7,19.48543937,Worn Out,Good,Good
Car,77778,5,3,Petrol,Manual,76154,8,19.77232479,Worn Out,New,New
Van,36240,2,8,Diesel,Manual,100501,4,14.76826251,New,Good,Good
Car,66486,4,6,Petrol,Automatic,124080,8,15.26210149,New,Good,Good
Truck,46645,2,6,Diesel,Automatic,96490,8,17.74439602,Worn Out,New,Weak
Van,68445,3,6,Electric,Manual,21605,4,10.83792877,New,Worn Out,Good
Van,71796,2,4,Petrol,Automatic,146350,1,13.43465586,New,New,Weak
Car,60778,5,8,Diesel,Automatic,67560,10,11.20090517,Good,New,New
Motorcycle,44180,0,10,Petrol,Manual,4342,8,14.92328927,New,Good,Good
Car,62137,2,10,Diesel,Automatic,115074,1,15.40963552,New,Worn Out,Good
SUV,70218,5,9,Electric,Automatic,104768,7,11.70958826,Good,New,Weak
Motorcycle,79716,4,10,Electric,Manual,86863,9,11.73710208,New,Good,New
SUV,76827,5,9,Petrol,Manual,148837,9,18.18500076,New,Worn Out,New
Bus,44986,5,1,Electric,Manual,48950,8,14.59196469,Good,Worn Out,New
Van,48401,0,1,Electric,Manual,7206,9,16.61034878,Good,Good,Good
SUV,55717,5,10,Petrol,Automatic,100570,6,15.12413593,New,New,Good
Truck,63664,4,10,Diesel,Manual,15142,10,11.31377638,New,Worn Out,Weak
Motorcycle,50634,5,6,Electric,Automatic,45488,2,13.3614377,Good,Worn Out,New
Truck,34722,4,5,Diesel,Automatic,42194,4,10.99944788,New,New,Good
SUV,48233,1,10,Petrol,Manual,49332,8,15.05298576,Good,New,Weak
Car,48455,5,1,Diesel,Automatic,55511,5,14.48215995,Good,Good,New
Car,64214,1,9,Petrol,Manual,95859,3,16.78128656,New,New,New
Bus,56203,2,2,Electric,Manual,32370,4,15.20804748,Good,New,Good
Bus,74405,3,10,Diesel,Manual,75671,2,13.32202378,Good,Worn Out,New
Bus,42793,4,2,Electric,Automatic,38529,7,10.34616271,Worn Out,New,Good
Motorcycle,46889,1,4,Petrol,Manual,77334,9,15.58558837,New,Worn Out,Good
Motorcycle,39327,2,1,Electric,Automatic,44149,3,16.68961034,Good,New,Good
Truck,66617,4,8,Electric,Manual,146561,3,17.0716719,Worn Out,New,Good
Car,72375,1,5,Diesel,Manual,14701,6,18.39753342,New,New,New
Motorcycle,75958,0,8,Diesel,Automatic,129781,1,12.67943209,Worn Out,Good,Good
SUV,36405,1,1,Diesel,Automatic,20912,1,12.14913759,Good,Good,New
Van,51524,0,8,Electric,Automatic,41719,6,18.88640702,Good,Worn Out,New
Motorcycle,57756,0,7,Petrol,Manual,134752,10,16.02876668,New,Worn Out,Weak
Van,35417,0,2,Diesel,Automatic,114457,6,17.76843134,Worn Out,Good,New
Motorcycle,54769,2,6,Petrol,Automatic,46300,1,17.54462427,New,Good,Weak
Car,68933,5,9,Petrol,Manual,60614,8,15.82141122,New,Good,Good
Bus,54768,5,6,Diesel,Manual,66745,9,18.71704083,Good,Worn Out,Weak
Truck,40957,1,1,Diesel,Manual,121561,1,19.24315981,Worn Out,Good,Good
SUV,37686,2,5,Diesel,Manual,94313,7,19.90201086,New,New,New
Truck,71211,0,10,Petrol,Automatic,41816,2,19.2888879,New,New,New
Truck,35211,2,2,Petrol,Manual,103136,9,19.91917247,New,Worn Out,Weak
Car,77713,2,5,Electric,Automatic,14560,8,13.59932586,Worn Out,Worn Out,Weak
SUV,49919,2,3,Electric,Automatic,3078,3,10.20348502,Good,Good,Weak
Motorcycle,71508,3,3,Petrol,Automatic,5492,10,14.85171273,New,New,Weak
Car,40792,4,6,Diesel,Automatic,29525,2,16.6013435,Worn Out,Worn Out,Weak
Car,38270,1,3,Petrol,Manual,16246,6,16.13360619,Good,Worn Out,Good
Van,65862,4,3,Diesel,Automatic,111176,2,19.12151582,Good,Good,New
Van,42324,0,5,Petrol,Automatic,83242,3,13.58597775,New,New,New
Bus,64379,0,10,Electric,Manual,30093,2,11.5113574,New,New,New
Motorcycle,69761,0,10,Petrol,Manual,114529,8,14.99098425,New,Good,Good
SUV,48669,4,3,Petrol,Manual,33318,6,16.00262183,New,Good,Good
Truck,66714,2,2,Petrol,Automatic,93027,3,10.1677978,Good,New,New
Motorcycle,71468,0,4,Petrol,Automatic,78728,6,10.73705986,Worn Out,Worn Out,Good
SUV,66534,3,1,Electric,Manual,146335,7,10.64223045,New,New,Weak
Van,39161,1,1,Electric,Automatic,119085,8,14.45525396,Worn Out,Worn Out,Weak
Motorcycle,33896,3,1,Electric,Manual,21052,5,17.97865617,New,Good,Good
Bus,71589,0,9,Diesel,Manual,23267,8,14.56082353,Worn Out,Good,Good
Truck,56954,2,7,Petrol,Automatic,46498,8,19.37003732,Worn Out,New,Good
Motorcycle,76222,3,8,Electric,Manual,139726,7,12.74728861,Worn Out,Worn Out,Good
Motorcycle,46578,0,2,Diesel,Manual,141942,4,16.21974558,New,Worn Out,New
Van,50296,0,4,Petrol,Automatic,94079,5,11.75446468,New,Worn Out,Good
Truck,65290,0,6,Electric,Manual,68242,8,16.30869686,Worn Out,Good,New
Car,64524,4,8,Petrol,Automatic,68620,2,15.9076142,Worn Out,Good,New
Van,36042,0,6,Diesel,Manual,11427,9,14.75541367,Good,Worn Out,Good
Car,45189,3,7,Electric,Manual,110059,8,10.69522693,New,New,New
Truck,49984,1,7,Diesel,Automatic,47934,5,16.06380824,Good,Good,Good
Car,68473,2,5,Petrol,Manual,24399,7,12.11502852,Worn Out,Good,Good
Truck,62095,2,2,Diesel,Manual,96410,5,19.63515009,Good,Good,Weak
Truck,37270,4,2,Electric,Automatic,55343,1,11.72408808,Worn Out,Good,Weak
Van,38826,3,5,Electric,Manual,144714,2,10.43545261,Good,Worn Out,Weak
Bus,32088,3,3,Diesel,Manual,147952,2,15.33579241,Good,Good,Good
Truck,43661,4,10,Diesel,Automatic,53423,10,17.55700488,New,Worn Out,New
SUV,36281,0,10,Electric,Manual,82410,2,18.71673348,New,Good,Good
Van,58453,1,2,Petrol,Automatic,94224,1,14.83238009,Good,New,Weak
Bus,48236,1,7,Diesel,Manual,149945,10,13.21346297,Good,New,Weak
Van,79365,4,2,Petrol,Automatic,147421,6,17.70643044,New,Good,Good
Motorcycle,51585,5,9,Electric,Automatic,133018,10,19.74925415,New,Worn Out,Weak
SUV,54422,3,8,Electric,Automatic,17396,4,18.97212077,New,Good,Weak
Motorcycle,69021,1,6,Diesel,Automatic,66098,6,19.26423832,New,New,Weak
Van,51001,2,8,Petrol,Manual,19690,5,14.75665221,New,New,Good
Motorcycle,34272,1,9,Petrol,Automatic,140764,4,19.72472329,New,Good,Weak
Truck,42389,3,7,Diesel,Automatic,32275,2,16.95562827,New,Worn Out,New
Car,68985,0,4,Petrol,Automatic,40301,2,14.30294297,New,Good,New
SUV,60296,3,9,Electric,Automatic,34642,2,19.95345979,Good,Worn Out,New
Truck,33874,1,4,Petrol,Automatic,64652,3,14.66418975,Good,Worn Out,Good
Van,40004,5,1,Electric,Manual,16723,10,13.66186552,Worn Out,Good,Weak
SUV,40413,5,5,Petrol,Manual,103527,9,11.34655489,Worn Out,New,New
Truck,48603,3,1,Petrol,Automatic,1144,2,10.85715011,Worn Out,Good,Good
Motorcycle,41338,2,6,Diesel,Automatic,79823,6,17.99987227,Good,Worn Out,New
Bus,33647,5,9,Petrol,Manual,63627,1,13.38507377,Good,Good,Good
SUV,43813,2,4,Electric,Automatic,36874,10,11.1410354,New,Good,Weak
Motorcycle,50189,2,1,Petrol,Manual,11665,3,10.44053589,Good,Worn Out,New
Van,54405,2,5,Petrol,Automatic,12505,9,10.28807631,Good,New,Weak
SUV,34314,4,8,Electric,Manual,29828,2,17.19313092,Worn Out,Worn Out,New
SUV,57423,5,2,Diesel,Manual,32213,7,14.69805885,New,Worn Out,Weak
Car,64139,4,10,Diesel,Automatic,47035,7,17.30451679,Good,Worn Out,Weak
Truck,31571,2,10,Electric,Manual,32067,10,12.7974938,Worn Out,Good,New
Bus,54393,3,6,Petrol,Manual,14011,7,19.77608174,Worn Out,Good,Good
Truck,35764,5,10,Diesel,Manual,93061,2,17.6919348,New,New,Good
Van,45040,0,4,Electric,Automatic,50765,10,17.50318762,Good,Worn Out,Good
Bus,65780,1,7,Electric,Manual,51218,1,11.08264117,New,Worn Out,New
Car,34066,3,9,Petrol,Automatic,7631,9,11.55790036,Good,Good,New
Van,69994,5,4,Petrol,Automatic,125509,7,17.84070392,New,New,Weak
SUV,52007,4,2,Electric,Automatic,88367,8,19.46654565,Worn Out,Good,Weak
Van,35224,4,10,Diesel,Manual,38696,8,17.16865633,Good,Good,New
Car,40893,2,9,Electric,Automatic,23597,4,17.9363402,New,New,Weak
Car,46904,3,6,Petrol,Automatic,63361,5,10.27587502,Worn Out,Worn Out,Good
Truck,52849,5,4,Electric,Automatic,22473,6,10.02514992,Worn Out,Good,Good
Van,30912,1,10,Petrol,Automatic,49115,1,12.30554053,New,Good,Weak
Truck,58198,0,6,Petrol,Automatic,2729,3,14.94150823,Worn Out,Good,New
Car,51947,1,3,Petrol,Manual,134558,1,12.24632934,Worn Out,Good,New
Truck,42787,2,5,Petrol,Automatic,53814,9,19.77689723,Worn Out,Worn Out,Good
Truck,73212,1,9,Electric,Manual,62428,6,15.64120386,Worn Out,Good,Good
Van,51880,5,3,Electric,Manual,56565,2,13.9216257,Worn Out,New,New
Car,65492,4,7,Diesel,Manual,101453,4,16.19486258,Worn Out,Worn Out,Good
Motorcycle,50226,3,4,Diesel,Manual,22032,7,16.11595668,New,Worn Out,New
Bus,67270,5,1,Diesel,Manual,64603,3,11.29072772,New,New,New
Bus,53628,3,9,Diesel,Manual,77474,4,13.57083618,Good,New,Weak
Truck,60122,3,9,Diesel,Manual,21182,7,10.00660765,Good,Worn Out,New
Motorcycle,65501,1,6,Electric,Manual,142068,2,18.67760662,New,Worn Out,New
Bus,32986,3,9,Electric,Manual,106530,6,12.42413853,New,New,Good
Motorcycle,48332,4,1,Petrol,Manual,102042,10,11.88333457,Worn Out,New,New
Motorcycle,76874,3,9,Electric,Automatic,144872,1,17.68638265,Worn Out,Good,New
Bus,61536,5,6,Electric,Manual,145194,10,13.59858339,Worn Out,New,New
Bus,69670,3,9,Electric,Manual,72042,2,15.45663268,Worn Out,Good,Good
Bus,41467,1,2,Diesel,Automatic,33124,6,12.2545442,New,Good,Weak
SUV,48422,2,4,Electric,Automatic,26516,1,19.2107972,Worn Out,Good,New
Van,60048,2,2,Electric,Automatic,106311,9,19.71590122,Worn Out,New,Weak
Bus,36726,4,10,Petrol,Manual,90114,6,19.57925329,Worn Out,New,New
Car,58405,0,9,Petrol,Automatic,24858,1,13.34893314,Good,New,Weak
Motorcycle,58749,0,8,Diesel,Automatic,44081,1,11.55817336,Good,Worn Out,Good
Truck,39768,2,10,Petrol,Automatic,54671,3,15.95771818,Good,New,Good
SUV,50206,0,9,Electric,Automatic,73698,2,15.93036293,Worn Out,Worn Out,New
Motorcycle,67508,1,10,Electric,Automatic,64616,4,16.57928462,New,Worn Out,Weak
Car,71908,5,5,Petrol,Automatic,56046,7,11.23635842,Good,Worn Out,New
Bus,42778,3,5,Diesel,Manual,4426,7,11.60409478,Good,New,Good
Bus,30361,1,9,Petrol,Automatic,3691,3,16.37330612,Good,Worn Out,New
Car,30792,4,5,Electric,Automatic,114110,8,16.08798735,New,Good,Weak
Motorcycle,72265,1,4,Petrol,Manual,140518,4,16.40503326,Worn Out,New,Weak
SUV,58642,4,5,Electric,Automatic,101075,4,14.11014341,New,Good,Good
Truck,53273,5,2,Diesel,Automatic,55349,7,16.40924598,Good,Worn Out,Good
Motorcycle,59905,4,9,Petrol,Automatic,112438,4,14.72911585,Good,Worn Out,Weak
Truck,65488,2,6,Diesel,Manual,139744,7,18.06694448,Good,New,Weak
Bus,78215,2,2,Diesel,Automatic,113027,1,19.52630122,New,Worn Out,New
Car,36006,3,10,Electric,Manual,44354,8,12.29895761,New,New,New
Truck,75293,4,6,Petrol,Manual,25071,6,12.08199668,Worn Out,Good,New
Motorcycle,57675,1,3,Diesel,Manual,123487,9,19.09597719,Worn Out,New,Weak
Motorcycle,73460,5,10,Petrol,Manual,93124,3,13.33304604,Good,New,Weak
Van,57575,5,3,Electric,Automatic,129395,9,16.53077367,Worn Out,New,Good
Bus,39359,3,7,Electric,Automatic,109875,7,11.35492303,Good,Worn Out,Good
Van,55611,3,9,Diesel,Automatic,20768,3,16.01027881,Worn Out,Worn Out,Weak
Bus,60366,4,6,Petrol,Manual,126428,7,13.90259619,New,New,Weak
Car,77099,2,9,Electric,Automatic,46203,10,13.45771576,Worn Out,New,Good
Truck,63347,5,9,Diesel,Manual,131187,6,18.9682559,Good,Good,Good
Van,36636,2,8,Petrol,Manual,125832,6,16.93764305,New,Worn Out,New
SUV,64641,4,10,Petrol,Automatic,71543,5,15.46769137,New,Worn Out,Weak
Motorcycle,78875,3,2,Diesel,Manual,117613,6,13.24363285,New,Good,Good
Car,62625,2,4,Electric,Manual,74980,4,18.84658132,Worn Out,Worn Out,New
Van,56027,0,3,Petrol,Automatic,25095,7,14.58264852,New,Worn Out,Weak
Car,76822,4,7,Diesel,Automatic,94713,7,13.91087934,New,Good,New
SUV,71959,1,3,Diesel,Automatic,144691,10,11.79533223,Worn Out,New,Good
Bus,79901,0,3,Electric,Manual,82328,3,14.1061281,Worn Out,Good,Good
Motorcycle,63884,3,4,Electric,Automatic,32358,5,17.25664177,Good,Worn Out,New
Car,57947,4,9,Diesel,Automatic,101871,8,11.24390528,Worn Out,Good,New
Motorcycle,62347,3,1,Electric,Automatic,53834,7,13.86145738,New,Worn Out,New
Van,32879,3,4,Diesel,Automatic,102339,8,18.88221882,Good,New,Good
SUV,66584,4,6,Diesel,Manual,47282,9,19.45125483,Good,Worn Out,Good
Car,54888,5,8,Petrol,Automatic,25059,6,11.15719998,Good,Good,New
Motorcycle,58858,4,4,Diesel,Automatic,17980,9,15.57762597,Worn Out,Worn Out,Weak
Bus,51618,1,8,Electric,Automatic,43906,7,19.07818025,Worn Out,Worn Out,Good
Motorcycle,56540,2,6,Petrol,Automatic,54497,3,10.83410733,New,New,Weak
SUV,35215,4,4,Diesel,Manual,39324,5,18.74640782,New,New,Weak
Motorcycle,77134,1,1,Petrol,Manual,92943,7,14.43774555,New,Worn Out,Weak
Motorcycle,46084,2,3,Electric,Automatic,25599,4,12.56865103,Good,New,New
SUV,30990,0,7,Diesel,Manual,105286,10,11.11590347,Good,Worn Out,Good
Car,32312,3,8,Diesel,Manual,100266,7,17.51505348,New,Good,New
Van,34134,5,6,Petrol,Manual,90215,2,17.4837909,New,Good,Good
Van,62807,0,2,Electric,Automatic,62699,3,15.96668341,Worn Out,Good,Weak
Truck,62559,4,9,Electric,Automatic,119614,5,10.27929956,Good,Worn Out,Weak
SUV,56611,5,4,Electric,Manual,82122,3,15.39135746,New,Worn Out,Weak
Motorcycle,41169,2,1,Electric,Automatic,61261,7,12.40959276,Good,Worn Out,Good
